Hours_Studied;Attendance;Parental_Involvement;Access_to_Resources;Extracurricular_Activities;Previous_Scores;Motivation_Level;Tutoring_Sessions;Family_Income;Teacher_Quality;Peer_Influence;Learning_Disabilities;Parental_Education_Level;Distance_from_Home;Study_Efficiency;High_Support;Family_Education_Support;Exam_Score
21;79;0;1;1;98;0;2;1;2;2;0;1;2;0.212121212;0;0;70.165225
20;84;0;2;1;68;2;0;1;2;2;0;2;2;0.289855072;0;1;68.860675
31;95;0;2;1;87;2;2;1;2;1;0;2;1;0.352272727;0;1;74.998146
15;76;2;2;1;84;1;0;2;0;1;0;0;2;0.176470588;0;0;64.81867
18;95;1;1;1;50;1;3;2;2;1;0;1;1;0.352941176;0;0;68.900856
19;99;2;0;1;88;0;1;1;0;2;0;1;0;0.213483146;0;0;71.682938
20;69;2;1;0;59;2;2;0;0;2;0;1;2;0.333333333;0;0;64.918214
24;68;2;2;0;71;2;2;2;2;1;0;0;2;0.333333333;0;0;64.811869
24;80;1;0;1;83;2;1;1;1;0;0;1;2;0.285714286;0;0;68.784
21;63;2;2;0;70;1;1;0;0;2;0;0;2;0.295774648;0;0;63.892089
25;71;2;2;1;98;1;0;1;2;2;0;2;0;0.252525253;0;0;66.738467
31;69;0;1;1;60;2;1;1;2;1;0;2;2;0.508196721;0;1;68.956864
20;63;2;2;1;94;2;2;2;2;1;0;1;0;0.210526316;0;0;63.538911
8;90;2;2;0;73;0;3;0;1;0;0;2;2;0.108108108;0;0;65.545176
20;88;2;2;0;54;1;0;0;1;0;0;1;2;0.363636364;0;0;66.135663
15;78;2;2;0;73;2;0;0;0;2;1;0;2;0.202702703;0;0;63.842898
19;80;0;2;1;54;2;0;1;2;0;0;2;1;0.345454545;0;1;65.592802
21;73;2;2;0;85;2;6;2;0;1;0;0;2;0.244186047;0;0;67.907209
16;65;1;0;0;96;1;2;1;2;0;0;1;2;0.164948454;1;0;64.602978
19;66;2;0;0;59;2;1;0;2;0;0;1;0;0.316666667;0;0;61.374307
14;89;0;2;0;82;0;2;2;2;0;0;0;1;0.168674699;0;0;66.709566
19;61;2;0;0;97;1;0;2;0;0;1;0;0;0.193877551;0;0;61.350841
16;84;2;0;1;86;2;1;1;2;1;0;1;2;0.183908046;0;0;67.364395
17;81;0;1;0;61;2;2;0;2;2;0;0;2;0.274193548;0;0;66.675887
17;83;1;2;0;64;2;1;2;2;2;0;1;2;0.261538462;0;0;65.936595
15;68;2;0;0;55;2;0;0;2;2;0;1;2;0.267857143;0;0;61.968262
16;95;1;2;1;65;0;0;2;2;1;0;0;2;0.242424242;0;0;67.945765
25;70;1;0;0;73;0;1;1;1;0;0;2;2;0.337837838;0;0;66.422313
16;79;2;2;1;67;1;2;2;0;2;0;0;2;0.235294118;0;0;66.254598
31;88;1;2;1;99;1;2;0;1;0;0;2;2;0.31;0;0;73.376251
21;73;0;2;0;98;0;0;0;0;2;1;2;2;0.212121212;0;1;68.01653
18;89;2;1;1;90;1;1;0;2;2;1;2;2;0.197802198;0;0;68.910065
19;74;2;1;1;65;0;1;1;0;2;0;1;2;0.287878788;0;0;66.251664
15;90;0;0;1;51;0;2;0;2;0;0;1;1;0.288461538;1;0;67.770648
18;94;1;2;1;52;2;1;2;2;2;0;0;2;0.339622642;0;0;68.367616
19;94;1;2;1;95;2;3;1;1;2;0;1;1;0.197916667;0;0;71.632003
29;96;2;1;1;72;2;1;1;2;2;0;1;1;0.397260274;0;0;72.528348
12;70;2;0;0;81;0;0;1;2;2;0;1;2;0.146341463;0;0;63.014257
19;92;2;2;1;85;2;1;2;0;1;0;1;2;0.220930233;0;0;69.530604
31;76;2;0;1;91;2;1;1;2;1;0;2;2;0.336956522;0;0;70.366553
23;66;2;0;0;83;2;0;0;2;2;0;1;2;0.273809524;0;0;65.254873
26;86;1;1;0;65;1;0;1;0;1;0;1;2;0.393939394;0;0;69.299101
15;71;0;1;0;68;1;5;1;2;2;0;0;2;0.217391304;0;0;65.841005
9;71;1;0;1;89;2;0;1;2;0;0;1;2;0.1;0;0;62.355687
26;84;1;0;0;62;2;3;0;0;2;0;1;2;0.412698413;1;0;71.499819
12;99;2;0;1;60;2;0;1;1;0;0;1;1;0.196721311;0;0;66.641362
23;71;0;2;1;79;2;2;1;2;2;0;1;2;0.2875;0;0;67.558438
23;72;2;2;1;78;2;1;1;2;1;0;1;2;0.291139241;0;0;65.997619
26;83;2;2;0;97;1;2;1;0;0;0;0;1;0.265306122;0;0;69.409279
19;80;0;0;1;67;2;2;1;0;1;1;2;2;0.279411765;1;1;68.964548
20;94;2;2;1;50;1;1;1;0;0;1;2;2;0.392156863;0;0;67.567896
29;76;2;0;1;59;2;4;1;0;1;0;2;2;0.483333333;1;0;70.765113
29;76;1;0;1;60;2;2;2;2;0;0;1;2;0.475409836;1;0;69.064268
19;65;1;2;1;95;2;2;2;0;1;0;0;2;0.197916667;0;0;65.443979
14;98;2;2;1;84;1;3;0;2;1;0;1;2;0.164705882;0;0;70.060234
13;61;0;1;0;68;1;1;2;2;1;0;1;2;0.188405797;0;0;60.918534
25;77;2;2;0;90;2;1;1;2;1;0;1;2;0.274725275;0;0;67.561812
20;85;2;0;0;59;2;1;2;2;2;0;2;0;0.333333333;0;0;66.310753
16;86;2;2;1;62;1;1;1;0;2;0;1;2;0.253968254;0;0;67.146484
21;76;2;2;1;65;1;2;1;0;0;0;1;2;0.318181818;0;0;66.162433
22;73;0;2;1;59;1;0;1;2;2;0;1;2;0.366666667;0;0;65.99261
23;67;2;2;0;71;0;2;2;2;1;0;0;1;0.319444444;0;0;64.180539
18;94;1;2;1;53;2;3;1;2;0;0;0;1;0.333333333;0;0;67.895904
18;72;2;2;1;93;2;1;2;2;2;0;0;2;0.191489362;0;0;65.665169
18;73;2;2;1;75;2;0;0;2;1;1;0;2;0.236842105;0;0;63.39311
25;67;2;0;1;64;2;0;1;2;1;0;1;1;0.384615385;0;0;64.584597
10;92;1;0;1;51;1;1;2;2;1;0;1;2;0.192307692;0;0;65.837122
19;73;2;2;1;64;1;1;0;2;2;0;0;1;0.292307692;0;0;64.626435
24;91;0;0;1;51;0;2;2;2;1;0;1;1;0.461538462;1;0;70.938406
18;62;0;2;1;76;2;2;2;2;0;1;0;2;0.233766234;0;0;62.121037
9;91;2;1;0;88;1;2;2;2;1;1;2;2;0.101123596;0;0;65.726577
14;73;0;2;1;98;2;2;1;2;0;0;1;1;0.141414141;0;0;64.844966
21;92;0;0;1;58;2;2;0;2;1;0;1;1;0.355932203;1;0;70.455333
21;63;0;1;1;60;2;2;2;2;0;0;2;2;0.344262295;0;1;64.62976
17;75;2;0;1;80;2;1;1;2;2;0;1;1;0.209876543;0;0;65.607708
24;89;2;0;1;63;2;2;0;2;2;0;0;2;0.375;1;0;71.161825
31;90;0;0;0;61;1;0;1;2;2;0;1;2;0.5;0;0;72.077231
21;80;2;0;0;65;0;2;2;1;1;0;2;1;0.318181818;1;0;67.481319
17;68;1;0;0;53;2;0;1;2;1;0;0;2;0.314814815;0;0;62.11154
26;61;2;1;1;70;2;2;1;2;2;0;1;1;0.366197183;0;0;65.090272
17;71;2;0;1;85;1;2;1;1;0;0;0;2;0.197674419;1;0;65.893287
25;72;2;2;0;86;0;0;2;2;1;0;1;0;0.287356322;0;0;65.17835
13;60;2;2;1;66;2;2;1;2;2;0;2;2;0.194029851;0;0;61.189427
19;80;0;2;1;66;1;4;2;2;0;0;0;2;0.28358209;0;0;67.35995
31;68;1;0;1;66;1;0;1;2;2;0;1;2;0.462686567;0;0;68.158685
3;85;1;0;0;73;1;2;1;2;1;0;1;2;0.040540541;1;0;64.149706
30;100;0;2;1;68;1;2;2;2;1;0;2;2;0.434782609;0;1;75.336986
25;87;2;2;0;94;0;0;2;0;2;0;1;2;0.263157895;0;0;70.5239
26;64;0;1;1;74;1;3;2;0;1;0;1;2;0.346666667;0;0;67.538205
11;64;2;1;1;67;0;1;2;2;1;1;0;2;0.161764706;0;0;60.00971
24;93;2;0;0;56;1;4;1;0;0;0;2;1;0.421052632;1;0;71.098872
18;91;0;2;1;69;2;5;1;0;2;0;1;2;0.257142857;0;0;71.41545
22;62;2;0;1;95;2;2;2;2;0;0;1;2;0.229166667;1;0;65.585134
8;71;0;2;0;55;0;1;1;0;2;0;0;1;0.142857143;0;0;61.231499
14;81;1;2;0;71;1;1;1;0;1;1;2;2;0.194444444;0;0;64.526797
20;87;1;0;1;75;2;0;1;2;2;1;2;2;0.263157895;0;0;68.245268
16;62;0;2;0;89;0;3;1;2;1;0;0;2;0.177777778;0;0;63.87787
16;80;0;2;0;76;2;1;2;0;2;0;0;2;0.207792208;0;0;66.433973
19;97;2;1;1;54;2;0;0;2;1;0;1;2;0.345454545;0;0;68.620081
31;73;2;0;1;68;0;1;2;2;2;0;1;2;0.449275362;0;0;69.357754
8;78;0;2;1;84;2;0;2;2;2;0;0;2;0.094117647;0;0;63.825534
26;93;0;0;1;94;1;1;2;0;0;0;1;2;0.273684211;0;0;73.131866
20;82;2;2;1;79;1;1;1;2;2;0;1;2;0.25;0;0;67.861168
22;64;2;0;0;52;1;2;0;2;0;0;0;1;0.41509434;1;0;63.189015
18;84;2;1;1;50;2;4;0;0;0;0;2;2;0.352941176;0;0;67.399717
24;88;1;2;1;70;2;1;1;2;2;0;2;2;0.338028169;0;0;70.03646
11;94;1;1;1;94;2;2;1;2;2;0;0;2;0.115789474;0;0;69.323301
28;67;0;0;0;82;1;1;0;1;1;0;1;2;0.337349398;0;0;67.897079
24;66;0;2;1;71;1;1;1;0;1;0;1;2;0.333333333;0;0;66.15239
24;76;0;1;1;72;1;1;0;2;2;0;0;1;0.328767123;0;0;68.078791
25;82;0;1;0;68;2;1;1;0;1;0;0;2;0.362318841;0;0;68.925994
28;91;2;0;1;69;0;1;2;0;1;0;1;0;0.4;0;0;71.100144
16;94;2;2;0;76;1;2;2;2;1;1;1;2;0.207792208;0;0;67.320824
22;65;0;1;0;91;2;2;0;2;0;0;0;1;0.239130435;0;0;64.905176
23;71;1;1;1;75;1;1;1;2;0;0;0;2;0.302631579;0;0;65.878198
19;94;1;0;0;53;2;1;2;2;1;0;1;2;0.351851852;0;0;68.249971
10;67;2;2;1;65;2;1;2;0;0;0;1;2;0.151515152;0;0;60.440105
17;73;0;0;0;78;2;0;1;0;0;0;2;1;0.215189873;0;1;65.26494
19;99;1;0;0;69;1;0;0;2;0;0;1;1;0.271428571;0;0;68.946431
9;82;0;2;0;78;2;0;0;2;1;0;1;1;0.113924051;0;0;63.30507
24;69;2;0;1;81;1;3;2;2;1;0;1;2;0.292682927;1;0;67.972444
26;76;2;2;0;64;1;0;2;2;2;0;0;0;0.4;0;0;65.496833
31;62;2;2;1;51;2;2;2;2;1;0;0;0;0.596153846;0;0;64.471202
12;89;0;1;1;59;1;2;1;0;0;0;1;2;0.2;0;0;66.839666
24;88;0;2;0;88;1;2;0;0;2;0;2;0;0.269662921;0;1;71.910839
13;77;0;0;0;58;2;2;1;2;2;0;1;2;0.220338983;1;0;65.420208
28;70;2;2;1;87;1;0;1;2;1;0;1;1;0.318181818;0;0;66.712566
30;72;2;2;0;84;2;1;1;0;2;0;1;2;0.352941176;0;0;68.714667
22;92;0;1;0;82;2;2;2;2;1;0;2;2;0.265060241;0;1;71.650298
8;83;0;1;1;85;1;1;1;0;1;0;1;0;0.093023256;0;0;64.9794
18;78;1;2;0;96;2;4;0;2;2;1;0;2;0.18556701;0;0;67.552619
9;70;0;2;1;70;1;1;2;2;2;0;0;2;0.126760563;0;0;62.396589
19;65;2;1;1;65;0;1;0;2;2;0;0;1;0.287878788;0;0;63.550727
11;65;2;0;0;78;2;2;1;2;1;0;2;2;0.139240506;1;0;62.300177
16;76;1;2;0;87;2;3;1;2;1;0;0;2;0.181818182;0;0;65.842171
14;70;0;2;1;54;2;3;2;2;2;0;0;2;0.254545455;0;0;63.781015
16;67;0;0;1;72;2;1;1;0;2;0;2;2;0.219178082;0;1;66.058777
11;91;2;2;0;94;2;3;2;2;1;0;0;1;0.115789474;0;0;66.794312
32;75;2;1;1;56;2;3;2;2;1;0;0;1;0.561403509;0;0;68.739985
26;98;0;1;0;88;1;1;2;0;1;0;0;1;0.292134831;0;0;72.908627
21;66;0;2;1;76;1;3;1;2;1;0;1;1;0.272727273;0;0;65.455468
16;83;1;2;0;57;2;0;0;1;2;1;1;2;0.275862069;0;0;64.533832
20;79;0;2;0;53;2;2;2;2;1;0;1;1;0.37037037;0;0;65.329793
10;60;2;2;0;85;2;0;2;0;2;0;2;2;0.11627907;0;0;60.19916
16;96;2;2;0;81;2;0;1;1;0;0;1;1;0.195121951;0;0;67.094565
18;78;2;2;1;69;2;1;2;2;0;0;2;1;0.257142857;0;0;64.248174
18;68;0;0;1;52;0;0;0;0;2;0;0;2;0.339622642;0;0;64.799787
14;81;2;0;0;90;2;3;0;0;1;0;2;2;0.153846154;1;0;68.014753
11;70;2;1;1;66;1;1;2;0;0;0;1;2;0.164179104;0;0;61.836041
17;90;0;0;0;65;2;2;1;0;2;0;2;1;0.257575758;1;1;70.541112
3;96;0;0;1;59;2;2;1;2;0;0;0;1;0.05;1;0;65.272418
31;69;2;2;0;52;2;2;0;1;1;0;0;0;0.58490566;0;0;65.791278
12;92;2;2;0;92;0;2;2;0;1;1;1;1;0.129032258;0;0;66.800117
14;91;2;2;1;95;2;2;0;0;2;0;1;1;0.145833333;0;0;69.180271
7;64;2;0;0;70;0;4;1;1;1;1;1;0;0.098591549;1;0;60.147318
23;74;2;0;1;76;2;0;2;0;0;0;1;2;0.298701299;0;0;66.272893
12;100;2;2;0;64;2;1;2;0;2;0;1;2;0.184615385;0;0;67.964553
19;91;1;0;1;91;2;1;0;0;1;0;1;2;0.206521739;0;0;70.841834
21;94;2;2;1;73;2;1;2;2;2;0;0;2;0.283783784;0;0;69.860326
26;95;2;1;1;61;2;2;2;2;1;0;2;2;0.419354839;0;0;71.316477
25;73;1;2;1;79;2;1;1;2;1;0;1;1;0.3125;0;0;66.706318
32;68;1;2;1;54;2;1;1;2;1;0;2;2;0.581818182;0;0;67.214333
12;95;2;2;0;70;2;4;2;0;2;0;1;0;0.169014085;0;0;67.665275
11;85;2;1;1;92;1;0;2;0;1;0;0;2;0.11827957;0;0;66.179588
20;83;1;0;1;58;2;0;1;0;1;0;1;2;0.338983051;0;0;67.351067
28;83;2;0;0;98;2;1;1;0;1;0;2;1;0.282828283;0;0;70.672623
23;87;2;1;0;79;2;2;2;2;1;0;1;0;0.2875;0;0;68.081452
20;73;0;2;1;92;2;2;2;0;2;0;0;2;0.215053763;0;0;68.049113
19;94;0;0;0;99;2;0;1;2;1;1;1;2;0.19;0;0;69.747397
27;92;1;2;0;96;2;0;1;2;1;0;2;0;0.278350515;0;0;70.437224
28;78;0;2;1;86;1;0;1;0;1;0;0;1;0.32183908;0;0;69.396722
30;77;2;1;1;83;2;1;1;1;2;0;0;2;0.357142857;0;0;70.220984
25;95;2;0;1;75;2;1;2;2;2;0;1;1;0.328947368;0;0;71.488024
20;66;2;2;1;55;1;1;0;0;0;0;2;1;0.357142857;0;0;62.706542
22;69;1;2;0;84;2;0;2;2;1;0;0;1;0.258823529;0;0;64.067712
21;76;2;2;1;67;2;1;0;1;2;0;1;1;0.308823529;0;0;66.097737
22;61;1;1;1;82;1;4;2;2;2;0;1;1;0.265060241;0;0;65.826218
6;67;2;1;1;99;1;0;2;2;1;0;0;2;0.06;0;0;61.09581
22;75;2;0;1;63;1;1;1;2;2;0;0;2;0.34375;0;0;66.791456
30;67;2;2;1;86;2;0;1;2;1;0;1;1;0.344827586;0;0;66.47157
18;73;2;0;1;72;1;1;2;2;1;1;1;1;0.246575342;0;0;63.791685
17;87;2;2;1;61;2;4;0;2;0;1;1;2;0.274193548;0;0;66.521745
19;61;2;0;1;95;0;4;2;2;2;0;0;2;0.197916667;1;0;66.747566
6;85;0;2;1;70;0;0;1;2;2;1;2;2;0.084507042;0;1;64.61973
20;66;2;0;1;73;2;0;0;1;2;0;1;1;0.27027027;0;0;64.258199
18;84;1;0;1;98;1;3;2;2;2;0;1;2;0.181818182;1;0;71.002597
16;79;0;2;1;74;0;3;2;2;2;0;2;0;0.213333333;0;1;67.606271
24;96;2;2;1;77;1;0;1;2;0;1;1;2;0.307692308;0;0;69.357672
27;81;2;2;0;78;2;0;2;2;2;0;1;1;0.341772152;0;0;67.810923
28;73;2;1;0;62;2;3;0;2;1;0;2;1;0.444444444;0;0;67.214844
16;68;2;0;1;71;2;1;0;0;1;0;1;1;0.222222222;0;0;63.564924
28;64;2;2;1;77;2;1;0;2;2;0;1;2;0.358974359;0;0;66.451006
25;62;2;1;1;77;2;0;2;1;0;0;0;0;0.320512821;0;0;62.951021
15;83;0;2;1;84;2;1;0;0;0;0;0;2;0.176470588;0;0;66.938869
22;79;0;2;1;63;2;1;2;0;1;0;1;2;0.34375;0;0;67.479908
27;80;2;1;1;80;2;0;0;2;1;1;1;1;0.333333333;0;0;67.494136
11;61;2;2;1;61;2;3;2;0;1;1;2;2;0.177419355;0;0;60.016362
22;91;0;0;1;73;1;3;0;2;2;0;2;2;0.297297297;1;1;73.894448
24;63;2;2;0;60;2;3;0;2;1;0;1;2;0.393442623;0;0;64.087903
15;74;2;1;0;60;1;2;2;2;2;0;1;0;0.245901639;0;0;62.958221
23;64;2;2;0;75;2;2;2;0;2;0;1;2;0.302631579;0;0;65.016251
19;67;0;2;0;84;1;0;2;2;2;0;1;1;0.223529412;0;0;63.954154
17;86;2;2;1;51;2;2;1;2;1;0;2;1;0.326923077;0;0;65.788721
19;97;0;2;0;78;1;2;1;2;2;0;1;2;0.240506329;0;0;71.082637
22;96;1;1;1;59;2;0;2;0;2;0;1;0;0.366666667;0;0;69.71106
10;94;2;0;0;65;2;3;1;1;0;0;1;1;0.151515152;1;0;66.682029
14;86;0;0;1;62;2;1;2;2;2;0;1;2;0.222222222;0;0;67.101245
20;96;2;2;0;78;2;1;0;0;1;0;1;2;0.253164557;0;0;69.908335
17;98;2;2;0;73;1;0;1;0;0;0;0;1;0.22972973;0;0;67.707095
18;81;1;0;1;77;1;1;2;0;2;0;0;1;0.230769231;0;0;67.755075
18;71;2;0;1;81;2;0;2;2;0;0;0;1;0.219512195;0;0;63.452878
15;82;2;0;1;90;0;2;0;2;2;0;1;2;0.164835165;1;0;68.938102
12;87;0;0;1;75;2;1;1;2;1;1;0;1;0.157894737;0;0;65.603524
6;66;0;2;1;62;1;2;1;2;1;0;2;2;0.095238095;0;1;61.451394
26;100;1;2;0;60;2;2;2;2;2;0;1;2;0.426229508;0;0;72.197789
13;99;1;0;1;95;2;0;1;2;2;0;2;2;0.135416667;0;0;70.480166
23;78;1;2;0;84;0;0;1;2;1;0;0;2;0.270588235;0;0;67.069976
10;79;0;2;0;73;0;1;1;1;1;0;1;2;0.135135135;0;0;64.115045
24;65;1;0;0;79;1;1;2;0;1;0;2;2;0.3;0;0;65.916831
17;61;0;2;0;63;1;1;2;2;2;0;0;1;0.265625;0;0;61.51575
22;86;1;1;0;54;2;2;2;2;1;0;1;1;0.4;0;0;67.277241
26;71;1;0;0;100;1;1;1;0;2;0;0;2;0.257425743;0;0;69.227222
20;71;2;2;0;70;0;0;0;0;0;0;1;2;0.281690141;0;0;63.926359
20;66;2;2;1;93;2;2;1;0;1;0;1;2;0.212765957;0;0;65.651582
15;93;0;2;1;96;2;1;2;2;0;0;1;1;0.154639175;0;0;68.407942
20;94;2;0;1;89;1;0;2;2;2;1;1;1;0.222222222;0;0;69.459967
20;81;1;2;1;61;1;0;1;2;2;1;1;2;0.322580645;0;0;65.891871
17;79;1;0;0;62;1;1;1;2;1;0;1;2;0.26984127;0;0;65.397149
20;78;2;0;1;64;2;2;0;2;2;0;1;1;0.307692308;1;0;67.459883
28;76;2;2;1;71;2;3;1;2;2;0;1;0;0.388888889;0;0;68.358506
21;82;0;2;0;52;2;4;1;2;1;0;1;0;0.396226415;0;0;66.717459
20;82;2;0;1;69;1;1;2;2;2;0;0;2;0.285714286;0;0;67.754689
18;65;0;2;1;64;2;2;0;2;2;0;1;2;0.276923077;0;0;64.320379
21;63;0;2;0;63;2;2;2;2;1;0;1;0;0.328125;0;0;62.428921
21;66;2;2;1;52;0;1;2;2;1;0;1;0;0.396226415;0;0;62.278119
10;76;1;2;1;76;2;2;0;0;2;1;2;1;0.12987013;0;0;63.68934
19;93;2;0;0;65;2;0;2;0;1;0;1;2;0.287878788;0;0;68.279894
17;71;0;2;1;83;1;2;2;2;1;0;1;2;0.202380952;0;0;65.561681
23;86;2;0;1;91;2;2;1;2;0;0;0;2;0.25;1;0;70.461024
14;62;2;2;1;78;2;0;0;2;2;0;0;2;0.17721519;0;0;61.568387
11;64;0;2;1;78;1;2;1;0;1;0;0;1;0.139240506;0;0;62.26077
33;66;2;2;1;59;2;3;0;2;2;0;2;2;0.55;0;0;68.479219
16;83;2;0;1;56;1;4;0;2;2;0;1;2;0.280701754;1;0;68.438651
23;70;1;0;1;75;0;0;1;2;2;0;1;2;0.302631579;0;0;66.822819
28;85;2;2;1;64;1;1;1;2;1;0;1;1;0.430769231;0;0;69.050307
15;99;2;0;1;73;0;1;0;0;0;0;2;2;0.202702703;0;0;69.872365
20;81;2;0;1;68;2;0;2;2;1;0;0;2;0.289855072;0;0;66.367253
24;62;2;2;0;97;2;1;2;2;0;0;2;2;0.244897959;0;0;64.090709
17;62;2;1;0;86;0;2;2;2;1;0;1;1;0.195402299;0;0;62.589044
15;65;2;1;1;51;2;1;0;2;2;0;1;1;0.288461538;0;0;61.457076
16;87;2;2;0;76;0;1;1;0;1;0;2;0;0.207792208;0;0;66.206992
9;74;2;1;0;69;1;3;1;2;2;0;1;1;0.128571429;0;0;62.714337
13;96;2;0;0;71;1;1;2;1;2;0;1;2;0.180555556;0;0;68.327607
18;63;0;0;0;62;2;2;0;2;2;0;1;2;0.285714286;1;0;64.434189
13;66;0;2;1;90;2;2;1;2;2;1;1;1;0.142857143;0;0;62.986411
31;75;2;2;0;90;1;2;2;0;1;1;1;1;0.340659341;0;0;68.548654
21;96;0;0;1;58;2;0;0;0;1;0;0;0;0.355932203;0;0;69.677213
22;63;2;2;1;54;2;0;2;2;2;0;1;1;0.4;0;0;62.291454
36;66;1;0;1;58;0;1;2;2;2;0;0;0;0.610169492;0;0;68.363187
21;83;2;2;1;97;1;2;2;2;2;0;1;2;0.214285714;0;0;69.586276
20;84;0;0;1;63;2;0;1;2;2;0;1;2;0.3125;0;0;68.184509
14;66;2;2;1;63;1;0;1;2;2;0;1;1;0.21875;0;0;61.237569
24;85;2;2;1;87;0;2;2;2;1;0;1;2;0.272727273;0;0;69.959969
27;83;2;2;0;95;2;0;0;1;1;0;1;1;0.28125;0;0;69.010242
18;75;2;2;1;88;1;2;2;0;0;1;2;2;0.202247191;0;0;65.378201
28;74;2;0;0;90;0;2;2;2;2;0;2;2;0.307692308;1;0;70.27582
28;85;2;1;0;59;1;1;1;2;1;0;2;0;0.466666667;0;0;68.134038
27;82;2;2;1;87;1;2;1;0;2;0;1;2;0.306818182;0;0;71.192736
32;84;2;2;1;87;2;2;2;2;2;0;1;0;0.363636364;0;0;71.271616
19;82;2;0;1;57;2;1;2;2;1;0;1;2;0.327586207;0;0;66.278663
19;65;0;2;1;87;1;0;0;0;2;0;0;1;0.215909091;0;0;64.96659
15;84;2;2;0;92;1;2;2;2;0;0;1;1;0.161290323;0;0;65.701781
23;87;2;1;1;93;2;1;0;0;2;0;2;2;0.244680851;0;0;71.227469
6;65;0;0;0;62;2;3;1;1;1;0;1;2;0.095238095;1;0;61.359663
16;72;2;1;0;87;2;2;2;1;2;0;1;2;0.181818182;0;0;65.25244
21;79;2;2;1;95;0;0;2;2;1;0;2;2;0.21875;0;0;67.511997
16;73;2;2;1;74;1;1;1;0;2;0;1;1;0.213333333;0;0;64.691227
22;91;1;2;1;95;2;1;1;0;1;0;1;2;0.229166667;0;0;71.188068
8;71;0;2;1;97;2;3;2;2;1;1;1;2;0.081632653;0;0;63.213051
13;70;2;2;0;56;2;2;2;0;1;0;1;2;0.228070175;0;0;61.843667
9;74;2;0;0;66;1;1;0;0;1;0;1;0;0.134328358;0;0;61.563562
13;92;2;0;0;74;0;2;1;2;1;0;0;2;0.173333333;1;0;68.192936
24;76;0;0;1;85;2;2;1;2;2;0;2;2;0.279069767;1;1;71.352282
16;87;0;0;1;85;2;2;2;0;1;0;1;2;0.186046512;1;0;70.06675
21;73;0;2;1;99;2;1;2;0;2;0;0;1;0.21;0;0;67.768991
19;79;2;2;1;57;1;2;1;1;2;0;1;1;0.327586207;0;0;66.130963
12;90;2;1;1;61;2;2;1;0;2;0;1;2;0.193548387;0;0;67.289882
24;67;2;2;0;64;1;1;1;2;2;1;0;0;0.369230769;0;0;62.883012
15;73;2;0;0;56;2;1;2;2;2;0;2;2;0.263157895;0;0;63.279573
18;77;1;2;0;100;2;2;0;0;2;1;1;2;0.178217822;0;0;67.236071
12;89;2;0;1;78;1;4;1;2;1;0;2;2;0.151898734;1;0;68.98926
26;75;1;2;0;72;2;0;1;0;1;0;1;2;0.356164384;0;0;66.98403
21;95;2;1;1;67;2;3;2;2;2;0;0;0;0.308823529;0;0;69.998217
21;63;2;1;1;54;1;1;2;2;2;0;0;1;0.381818182;0;0;62.826128
15;73;2;2;0;68;2;1;0;2;1;0;1;2;0.217391304;0;0;62.925519
23;62;2;2;0;51;2;5;0;2;0;0;0;2;0.442307692;0;0;63.505785
16;82;2;2;0;56;1;0;0;0;0;1;1;0;0.280701754;0;0;62.321387
24;79;1;1;0;60;1;0;1;0;1;0;2;2;0.393442623;0;0;67.182077
21;72;0;0;0;73;2;1;2;2;1;0;1;2;0.283783784;0;0;65.782627
15;80;0;1;0;56;0;3;2;2;1;1;1;2;0.263157895;0;0;64.912979
28;63;2;0;1;87;1;0;1;2;2;0;1;1;0.318181818;0;0;66.439986
22;80;2;0;1;51;2;2;2;2;0;0;2;2;0.423076923;1;0;67.120823
27;89;2;1;0;67;2;2;1;1;1;0;0;2;0.397058824;0;0;70.312674
27;82;0;1;1;88;2;2;0;0;1;0;1;2;0.303370787;0;0;71.699399
6;83;2;2;0;89;2;1;1;2;2;0;2;2;0.066666667;0;0;63.910546
27;74;2;0;1;84;1;3;0;2;0;0;0;2;0.317647059;1;0;69.610233
24;81;2;2;1;85;2;1;2;0;1;0;0;1;0.279069767;0;0;68.223623
21;79;2;1;1;88;1;2;0;2;1;0;1;2;0.235955056;0;0;68.343865
19;66;2;0;0;94;1;1;0;2;2;0;1;1;0.2;0;0;64.816261
33;78;2;2;0;72;2;4;2;2;2;0;1;1;0.452054795;0;0;70.452615
21;61;1;2;0;58;2;1;2;1;0;0;1;2;0.355932203;0;0;61.665464
24;90;2;2;0;65;2;4;1;2;1;0;1;1;0.363636364;0;0;69.499828
30;97;2;0;1;66;0;1;2;2;1;0;0;2;0.447761194;0;0;73.126945
19;75;2;0;0;77;2;1;1;1;2;0;1;1;0.243589744;0;0;65.681281
18;79;2;0;1;96;2;3;2;1;2;1;2;2;0.18556701;1;0;68.873526
15;74;1;0;1;68;1;3;1;2;2;0;1;2;0.217391304;1;0;66.745426
24;88;1;2;1;86;1;0;1;1;0;0;0;2;0.275862069;0;0;69.57654
26;84;2;0;1;89;2;0;1;0;2;0;1;0;0.288888889;0;0;69.971224
21;71;2;2;0;54;0;1;2;2;1;0;1;2;0.381818182;0;0;63.717567
14;74;2;2;1;54;0;2;1;1;1;0;1;1;0.254545455;0;0;63.162081
30;67;2;2;1;94;2;1;2;2;1;0;0;2;0.315789474;0;0;67.59213
15;93;0;2;0;64;2;2;2;0;2;0;2;2;0.230769231;0;1;69.660354
17;86;1;2;0;84;0;0;2;2;1;0;1;2;0.2;0;0;66.894835
